1	1193	1.0
1	914	1.0
1	1287	1.0
1	594	1.0
1	595	1.0
1	938	1.0
1	1035	1.0
1	2791	1.0
1	2321	1.0
1	720	1.0
1	1270	1.0
1	527	1.0
1	2340	1.0
1	48	1.0
1	1097	1.0
1	2294	1.0
1	3186	1.0
1	588	1.0
1	1907	1.0
1	1836	1.0
1	150	1.0
1	1	1.0
1	2692	1.0
1	260	1.0
1	1028	1.0
1	531	1.0
2	1193	1.0
2	2321	1.0
2	1103	1.0
2	2916	1.0
2	1792	1.0
2	1213	1.0
2	2126	1.0
2	3108	1.0
2	1253	1.0
2	902	1.0
2	2278	1.0
2	3471	1.0
2	2858	1.0
2	265	1.0
2	480	1.0
2	3334	1.0
2	590	1.0
2	1196	1.0
2	1198	1.0
2	593	1.0
2	2359	1.0
2	95	1.0
2	2571	1.0
2	3735	1.0
2	1597	1.0
2	1954	1.0
2	1957	1.0
2	165	1.0
2	380	1.0
2	2501	1.0
2	349	1.0
2	1096	1.0
2	920	1.0
2	459	1.0
2	1527	1.0
2	3418	1.0
2	780	1.0
2	2728	1.0
2	2006	1.0
2	356	1.0
2	1247	1.0
10	914	1.0
10	1287	1.0
10	594	1.0
10	919	1.0
10	595	1.0
10	2018	1.0
10	2797	1.0
10	2321	1.0
10	720	1.0
10	1270	1.0
10	527	1.0
10	1097	1.0
10	745	1.0
10	2294	1.0
10	588	1.0
10	150	1.0
10	1	1.0
10	260	1.0
10	1028	1.0
10	3035	1.0
10	1253	1.0
10	902	1.0
10	3471	1.0
10	2858	1.0
10	1408	1.0
10	3699	1.0
10	480	1.0
10	2067	1.0
10	1372	1.0
10	590	1.0
10	1196	1.0
10	1198	1.0
10	2571	1.0
10	1954	1.0
10	2501	1.0
10	920	1.0
10	2006	1.0
10	356	1.0
10	1247	1.0
10	2124	1.0
10	2054	1.0
10	3869	1.0
10	3501	1.0
10	2997	1.0
10	3363	1.0
10	3439	1.0
10	223	1.0
10	2497	1.0
10	2	1.0
10	153	1.0
10	2133	1.0
10	2136	1.0
10	2138	1.0
10	1269	1.0
10	596	1.0
10	3447	1.0
10	597	1.0
10	2140	1.0
10	1411	1.0
10	1345	1.0
10	2078	1.0
10	743	1.0
10	671	1.0
10	1921	1.0
10	1923	1.0
10	1927	1.0
10	2657	1.0
10	316	1.0
10	248	1.0
10	2081	1.0
10	1282	1.0
10	1283	1.0
10	2087	1.0
10	2599	1.0
10	329	1.0
10	3039	1.0
10	904	1.0
10	1292	1.0
10	765	1.0
10	1947	1.0
10	2316	1.0
10	1371	1.0
10	912	1.0
10	1375	1.0
10	918	1.0
10	1012	1.0
10	2826	1.0
10	3489	1.0
10	24	1.0
10	924	1.0
10	926	1.0
10	1020	1.0
10	1025	1.0
10	2693	1.0
10	1967	1.0
10	282	1.0
10	357	1.0
10	2407	1.0
10	1031	1.0
10	1032	1.0
10	3723	1.0
10	2423	1.0
10	3155	1.0
10	3668	1.0
10	1059	1.0
10	62	1.0
10	2436	1.0
10	2291	1.0
10	3671	1.0
10	1203	1.0
10	1204	1.0
10	2946	1.0
10	898	1.0
10	2874	1.0
10	1135	1.0
10	2948	1.0
10	1136	1.0
10	2371	1.0
10	3247	1.0
10	1573	1.0
10	104	1.0
10	2012	1.0
10	2015	1.0
10	1215	1.0
10	2959	1.0
10	542	1.0
10	3254	1.0
10	2529	1.0
10	3189	1.0
10	1220	1.0
10	2968	1.0
10	2393	1.0
10	3198	1.0
10	2100	1.0
10	1304	1.0
10	1233	1.0
10	2108	1.0
10	2109	1.0
10	2470	1.0
10	2617	1.0
10	3347	1.0
10	203	1.0
10	208	1.0
10	2111	1.0
10	2041	1.0
10	1243	1.0
10	2049	1.0
11	2791	1.0
11	2321	1.0
11	531	1.0
11	608	1.0
11	1213	1.0
11	2858	1.0
11	480	1.0
11	1198	1.0
11	593	1.0
11	2359	1.0
11	3418	1.0
11	356	1.0
11	2997	1.0
11	2136	1.0
11	597	1.0
11	357	1.0
11	1059	1.0
11	1136	1.0
11	104	1.0
11	2959	1.0
11	2109	1.0
11	663	1.0
11	2712	1.0
11	1916	1.0
11	3448	1.0
11	246	1.0
11	1358	1.0
11	3396	1.0
11	3552	1.0
11	2683	1.0
11	345	1.0
11	3129	1.0
11	2766	1.0
11	36	1.0
11	47	1.0
11	3146	1.0
11	441	1.0
11	454	1.0
11	1701	1.0
11	3160	1.0
11	2507	1.0
11	1498	1.0
11	3249	1.0
11	1732	1.0
11	2539	1.0
11	1665	1.0
11	994	1.0
11	1673	1.0
11	1747	1.0
12	1193	1.0
12	919	1.0
12	593	1.0
12	1247	1.0
12	1233	1.0
12	3362	1.0
12	934	1.0
12	1303	1.0
12	999	1.0
12	3785	1.0
21	2018	1.0
21	588	1.0
21	1	1.0
21	596	1.0
21	2700	1.0
21	2701	1.0
21	585	1.0
21	3000	1.0
21	1274	1.0
21	3053	1.0
21	1645	1.0
21	3268	1.0
21	2394	1.0
23	595	1.0
23	720	1.0
23	1097	1.0
23	745	1.0
23	1	1.0
23	2692	1.0
23	260	1.0
23	2268	1.0
23	2916	1.0
23	2278	1.0
23	3471	1.0
23	2858	1.0
23	3699	1.0
23	480	1.0
23	1372	1.0
23	1196	1.0
23	593	1.0
23	2571	1.0
23	1527	1.0
23	2054	1.0
23	2997	1.0
23	1269	1.0
23	671	1.0
23	2657	1.0
23	316	1.0
23	317	1.0
23	2599	1.0
23	329	1.0
23	904	1.0
23	1375	1.0
23	915	1.0
23	3489	1.0
23	924	1.0
23	3702	1.0
23	1967	1.0
23	357	1.0
23	2407	1.0
23	1204	1.0
23	2012	1.0
23	1215	1.0
23	2529	1.0
23	2968	1.0
23	2393	1.0
23	2100	1.0
23	2108	1.0
23	1676	1.0
23	1243	1.0
23	2712	1.0
23	3396	1.0
23	47	1.0
23	1747	1.0
23	3000	1.0
23	1274	1.0
23	2761	1.0
23	1645	1.0
23	1248	1.0
23	3420	1.0
23	3793	1.0
23	3505	1.0
23	3507	1.0
23	659	1.0
23	1909	1.0
23	6	1.0
23	1407	1.0
23	2064	1.0
23	1199	1.0
23	2643	1.0
23	161	1.0
23	162	1.0
23	2722	1.0
23	2726	1.0
23	319	1.0
23	327	1.0
23	187	1.0
23	3618	1.0
23	1876	1.0
23	11	1.0
23	2311	1.0
23	196	1.0
23	911	1.0
23	2176	1.0
23	3551	1.0
23	3556	1.0
23	1958	1.0
23	2322	1.0
23	3052	1.0
23	29	1.0
23	2259	1.0
23	3634	1.0
23	3638	1.0
23	2699	1.0
23	866	1.0
23	2917	1.0
23	431	1.0
23	2419	1.0
23	52	1.0
23	521	1.0
23	3740	1.0
23	70	1.0
23	76	1.0
23	1729	1.0
23	1222	1.0
23	2600	1.0
23	556	1.0
23	1805	1.0
23	2390	1.0
23	2391	1.0
23	3770	1.0
23	1306	1.0
23	1748	1.0
23	1313	1.0
23	1171	1.0
29	1287	1.0
29	260	1.0
29	2916	1.0
29	3654	1.0
29	480	1.0
29	1198	1.0
29	1954	1.0
29	349	1.0
29	1527	1.0
29	3418	1.0
29	3702	1.0
29	1135	1.0
29	1215	1.0
29	1220	1.0
29	1304	1.0
29	2617	1.0
29	3793	1.0
29	3740	1.0
29	610	1.0
29	2989	1.0
29	2993	1.0
29	2058	1.0
29	3366	1.0
29	1785	1.0
29	2660	1.0
29	1799	1.0
29	3633	1.0
29	3635	1.0
29	353	1.0
29	3062	1.0
29	3769	1.0
29	494	1.0
32	745	1.0
32	608	1.0
32	2916	1.0
32	2858	1.0
32	480	1.0
32	593	1.0
32	2571	1.0
32	2959	1.0
32	2108	1.0
32	1358	1.0
32	47	1.0
32	1343	1.0
32	3556	1.0
32	2707	1.0
32	1296	1.0
32	266	1.0
32	3079	1.0
32	3787	1.0
33	1193	1.0
33	914	1.0
33	1287	1.0
33	594	1.0
33	919	1.0
33	595	1.0
33	1035	1.0
33	1270	1.0
33	527	1.0
33	1097	1.0
33	3186	1.0
33	150	1.0
33	260	1.0
33	1028	1.0
33	608	1.0
33	2268	1.0
33	1103	1.0
33	2916	1.0
33	1792	1.0
33	1253	1.0
33	902	1.0
33	2278	1.0
33	3471	1.0
33	1945	1.0
33	2858	1.0
33	1084	1.0
33	3699	1.0
33	480	1.0
33	1372	1.0
33	3334	1.0
33	590	1.0
33	1198	1.0
33	593	1.0
33	2571	1.0
33	3735	1.0
33	1954	1.0
33	349	1.0
33	1096	1.0
33	2728	1.0
33	1247	1.0
33	2124	1.0
33	3363	1.0
33	223	1.0
33	1269	1.0
33	1345	1.0
33	316	1.0
33	1283	1.0
33	904	1.0
33	1947	1.0
33	912	1.0
33	1012	1.0
33	1387	1.0
33	926	1.0
33	2423	1.0
33	953	1.0
33	3671	1.0
33	2948	1.0
33	2959	1.0
33	2529	1.0
33	2109	1.0
33	1358	1.0
33	3396	1.0
33	345	1.0
33	36	1.0
33	3362	1.0
33	3507	1.0
33	2064	1.0
33	1343	1.0
33	319	1.0
33	2176	1.0
33	3551	1.0
33	1958	1.0
33	431	1.0
33	2288	1.0
33	2455	1.0
33	1729	1.0
33	1222	1.0
33	2391	1.0
33	2993	1.0
33	2660	1.0
33	3635	1.0
33	1296	1.0
33	581	1.0
33	2637	1.0
33	2565	1.0
33	1263	1.0
33	1266	1.0
33	3016	1.0
33	1340	1.0
33	1350	1.0
33	3397	1.0
33	907	1.0
33	3476	1.0
33	2674	1.0
33	3110	1.0
33	17	1.0
33	1017	1.0
33	2186	1.0
33	3498	1.0
33	3203	1.0
33	3204	1.0
33	1464	1.0
33	931	1.0
33	2272	1.0
33	2921	1.0
33	2922	1.0
33	3587	1.0
33	3733	1.0
33	3599	1.0
33	3168	1.0
33	1130	1.0
33	1061	1.0
33	538	1.0
33	3827	1.0
33	1301	1.0
33	3844	1.0
33	1235	1.0
33	1094	1.0
33	3340	1.0
33	565	1.0
33	569	1.0
33	1678	1.0
33	2983	1.0
35	914	1.0
35	919	1.0
35	595	1.0
35	938	1.0
35	1035	1.0
35	2692	1.0
35	1028	1.0
35	1029	1.0
35	608	1.0
35	1103	1.0
35	902	1.0
35	1945	1.0
35	2858	1.0
35	1196	1.0
35	2571	1.0
35	1096	1.0
35	1247	1.0
35	3501	1.0
35	2078	1.0
35	2081	1.0
35	1283	1.0
35	2087	1.0
35	904	1.0
35	912	1.0
35	915	1.0
35	918	1.0
35	357	1.0
35	1030	1.0
35	953	1.0
35	3812	1.0
35	3671	1.0
35	1136	1.0
35	3189	1.0
35	1220	1.0
35	3347	1.0
35	1358	1.0
35	36	1.0
35	1732	1.0
35	708	1.0
35	911	1.0
35	17	1.0
35	2186	1.0
35	2921	1.0
35	2922	1.0
35	2926	1.0
35	3681	1.0
35	1094	1.0
35	1185	1.0
35	3508	1.0
35	3365	1.0
35	155	1.0
35	800	1.0
35	2731	1.0
35	1949	1.0
35	1013	1.0
35	2331	1.0
35	3061	1.0
35	863	1.0
35	3074	1.0
35	3083	1.0
35	3088	1.0
35	1569	1.0
35	1078	1.0
35	3831	1.0
35	2966	1.0
35	1733	1.0
35	123	1.0
35	1162	1.0
35	2611	1.0
35	2478	1.0
35	3788	1.0
38	2340	1.0
38	48	1.0
38	1	1.0
38	531	1.0
38	265	1.0
38	356	1.0
38	1247	1.0
38	1059	1.0
38	1573	1.0
38	47	1.0
38	708	1.0
38	17	1.0
38	1569	1.0
38	2485	1.0
38	236	1.0
38	2145	1.0
38	2581	1.0
38	1353	1.0
38	2805	1.0
38	13	1.0
38	779	1.0
38	1463	1.0
38	1479	1.0
38	2506	1.0
38	2297	1.0
38	605	1.0
38	1593	1.0
38	1672	1.0
39	2858	1.0
39	2997	1.0
39	223	1.0
39	2599	1.0
39	2826	1.0
39	24	1.0
39	2959	1.0
39	2712	1.0
39	2683	1.0
39	3793	1.0
39	2502	1.0
39	1060	1.0
39	2805	1.0
39	2723	1.0
39	2759	1.0
39	2906	1.0
39	2526	1.0
39	86	1.0
40	1287	1.0
40	919	1.0
40	590	1.0
40	1196	1.0
40	736	1.0
40	1198	1.0
40	920	1.0
40	780	1.0
40	356	1.0
40	2054	1.0
40	1927	1.0
40	1375	1.0
40	1204	1.0
40	3247	1.0
40	2968	1.0
40	1676	1.0
40	2202	1.0
40	161	1.0
40	3062	1.0
40	1017	1.0
40	952	1.0
40	303	1.0
40	173	1.0
40	688	1.0
40	2669	1.0
40	3628	1.0
40	524	1.0
40	466	1.0
40	2524	1.0
40	3417	1.0
43	2858	1.0
43	356	1.0
43	2997	1.0
43	2599	1.0
43	2371	1.0
43	3793	1.0
43	2707	1.0
43	2581	1.0
43	3298	1.0
43	3004	1.0
43	2369	1.0
44	1193	1.0
44	594	1.0
44	919	1.0
44	2018	1.0
44	2797	1.0
44	2321	1.0
44	1270	1.0
44	527	1.0
44	1097	1.0
44	745	1.0
44	260	1.0
44	1028	1.0
44	2916	1.0
44	3108	1.0
44	3471	1.0
44	1196	1.0
44	1198	1.0
44	2571	1.0
44	349	1.0
44	1527	1.0
44	2006	1.0
44	2054	1.0
44	2135	1.0
44	596	1.0
44	2140	1.0
44	1345	1.0
44	2657	1.0
44	316	1.0
44	317	1.0
44	1282	1.0
44	904	1.0
44	912	1.0
44	3489	1.0
44	924	1.0
44	1967	1.0
44	2407	1.0
44	1030	1.0
44	953	1.0
44	1136	1.0
44	1573	1.0
44	1215	1.0
44	2529	1.0
44	1304	1.0
44	2470	1.0
44	2712	1.0
44	3362	1.0
44	3000	1.0
44	1274	1.0
44	1645	1.0
44	3793	1.0
44	2311	1.0
44	2699	1.0
44	968	1.0
44	1748	1.0
44	494	1.0
44	3397	1.0
44	2459	1.0
44	1235	1.0
44	2297	1.0
44	1754	1.0
44	1772	1.0
44	2083	1.0
44	2167	1.0
44	2097	1.0
44	3612	1.0
44	1952	1.0
44	2846	1.0
44	1984	1.0
44	1064	1.0
44	3260	1.0
44	3771	1.0
45	914	1.0
45	2791	1.0
45	2321	1.0
45	1270	1.0
45	527	1.0
45	2340	1.0
45	588	1.0
45	1028	1.0
45	3108	1.0
45	902	1.0
45	2858	1.0
45	3699	1.0
45	736	1.0
45	920	1.0
45	1247	1.0
45	2124	1.0
45	3501	1.0
45	2997	1.0
45	153	1.0
45	1269	1.0
45	671	1.0
45	1923	1.0
45	2657	1.0
45	317	1.0
45	2081	1.0
45	2599	1.0
45	1292	1.0
45	2316	1.0
45	915	1.0
45	357	1.0
45	3812	1.0
45	3671	1.0
45	104	1.0
45	2012	1.0
45	1304	1.0
45	2109	1.0
45	3448	1.0
45	708	1.0
45	3507	1.0
45	11	1.0
45	1958	1.0
45	3052	1.0
45	52	1.0
45	1171	1.0
45	1296	1.0
45	266	1.0
45	3244	1.0
45	1235	1.0
45	2065	1.0
45	2331	1.0
45	3061	1.0
45	3088	1.0
45	1733	1.0
45	2144	1.0
45	1353	1.0
45	779	1.0
45	2297	1.0
45	605	1.0
45	1593	1.0
45	2723	1.0
45	3004	1.0
45	2369	1.0
45	3612	1.0
45	3284	1.0
45	144	1.0
45	218	1.0
45	3873	1.0
45	2718	1.0
45	1414	1.0
45	2146	1.0
45	1279	1.0
45	3450	1.0
45	3524	1.0
45	3528	1.0
45	2150	1.0
45	753	1.0
45	2738	1.0
45	2168	1.0
45	2245	1.0
45	2248	1.0
45	2829	1.0
45	276	1.0
45	1453	1.0
45	3705	1.0
45	928	1.0
45	355	1.0
45	1390	1.0
45	2339	1.0
45	2849	1.0
45	2417	1.0
45	1043	1.0
45	447	1.0
45	2870	1.0
45	3248	1.0
45	1571	1.0
45	1083	1.0
45	2468	1.0
45	1666	1.0
45	2469	1.0
45	2473	1.0
45	205	1.0
46	1407	1.0
46	1984	1.0
46	1279	1.0
46	3280	1.0
46	1969	1.0
46	1970	1.0
46	1974	1.0
46	1978	1.0
46	1980	1.0
46	529	1.0
48	914	1.0
48	594	1.0
48	919	1.0
48	2791	1.0
48	2797	1.0
48	2321	1.0
48	527	1.0
48	48	1.0
48	1097	1.0
48	2294	1.0
48	588	1.0
48	1907	1.0
48	150	1.0
48	1	1.0
48	1028	1.0
